work	372
divided	370
takes	370
22	368
them	368
48	367
28	364
digits	363
over	362
f	360
only	359
75	359
four	357
red	357
new	356
these	351
costs	351
fraction	347
third	341
_	339
but	334
grade	334
pound	331
volume	331
150	330
70	330
26	324
integers	323
g	323
different	323
together	322
perimeter	321
wide	319
300	317
line	315
plus	314
0.5	314
20%	312
travels	312
class	310
old	308
use	307
nearest	305
school	305
52	302
original	301
bought	300
72	299
difference	298
sales	298
math	296
half	295
every	295
person	293
student	291
contains	291
far	290
left	290
travel	290
23	289
another	288
400	288
given	288
19	287
smaller	285
round	285
sides	282
least	282
55	281
month	280
foot	278
64	276
made	275
42	273
company	272
buy	271
type	270
larger	268
order	268
no	267
last	266
off	265
train	265
test	264
l	264
next	264
paid	263
tall	263
girls	263
help	261
pay	259
marbles	259
gallons	256
;	254
600	254
0.2	254
10%	254
product	252
rectangular	252
took	251
store	251
invested	251
added	250
mean	248
1.5	248
used	247
point	247
now	245
0.25	244
sell	243
high	243
worth	241
apart	239
3.14	238
some	237
right	235
sells	235
consecutive	233
five	232
about	232
bag	232
cards	231
please	230
blue	229
tank	227
0.1	227
solve	226
using	226
inch	226
measure	225
who	221
cars	221
250	220
boys	219
mile	218
certain	217
through	216
wind	216
piece	215
q	215
equation	213
age	213
random	213
term	212
2.5	212
part	211
tree	211
top	210
56	209
pool	209
measures	209
end	208
minute	207
mixture	207
before	207
dollars	207
problem	206
plane	206
account	206
dimensions	204
0.05	203
me	201
sequence	201
cents	201
shadow	200
65	199
following	199
spent	199
54	198
building	198
game	198
wants	197
job	197
0.15	196
house	195
15%	195
selected	195
boat	194
tax	194
&	193
u	193
weight	193
360	192
score	192
cubic	191
exactly	191
yards	191
seconds	189
got	188
percentage	188
possible	188
team	188
question	186
balls	186
terms	185
increased	184
room	184
ticket	184
whose	183
800	183
sale	183
paint	182
during	181
fill	181
children	181
result	180
form	179
33	179
pieces	179
longer	175
still	174
2000	174
0.4	173
slope	173
30%	172
add	172
apples	172
determine	171
final	170
play	170
charges	170
radius	170
40%	169
5%	169
0.3	169
show	167
go	166
back	166
bus	166
34	165
set	164
green	164
equals	163
angles	163
current	163
kg	163
greater	162
traveling	162
mixed	161
whole	160
liters	160
gas	160
annual	160
decimal	159
garden	159
also	158
31	157
coins	157
could	156
needed	156
group	156
240	155
drive	155
small	155
25%	154
rest	154
85	154
home	154
..	153
going	153
large	153
calculate	153
write	152
man	152
makes	152
white	152
earned	151
mi	151
return	151
29	150
power	150
down	150
adult	149
hr	149
card	149
circle	148
bill	148
>	148
ways	148
profit	148
38	147
while	147
increase	146
remaining	145
suppose	144
randomly	144
such	143
without	143
am	141
%	141
96	141
any	141
diameter	140
drawn	140
know	139
...	138
0.6	138
odd	137
44	137
8%	137
full	136
monthly	136
cut	135
min	135
drove	135
84	135
town	135
39	134
faster	134
51	134
men	134
six	133
integer	133
37	133
centimeters	133
books	132
lb	131
ounces	131
earn	131
1500	131
140	130
ground	130
bags	130
acid	130
3.5	129
grams	129
0.8	128
41	128
49	128
yellow	128
125	127
traveled	127
root	127
gets	126
00	126
club	126
juice	126
weigh	125
lengths	125
ball	125
questions	124
even	124
0.08	124
common	124
city	123
went	123
been	123
62	122
simple	122
wall	122
63	121
found	121
want	121
gallon	121
where	121
around	121
50%	121
√	121
leave	121
like	120
discount	120
ladder	120
hrs	120
quarters	119
minus	119
against	119
cats	119
cover	118
110	117
put	117
john	117
black	117
games	117
cube	116
book	116
mr	116
fast	116
1200	116
him	116
dimes	115
78	115
units	115
earns	115
surface	115
working	114
tenth	114
160	114
81	114
run	114
°	114
above	113
give	113
way	113
divide	113
chosen	113
legs	113
scale	113
child	113
we	112
away	112
boxes	112
pizza	112
0.75	112
figure	111
formed	111
big	110
complete	110
plan	110
46	109
needs	109
investment	109
field	109
positive	108
5000	108
bills	108
arithmetic	108
yard	108
adults	108
weighs	107
taking	107
members	107
6%	107
cups	107
start	106
re	106
4.5	106
worked	106
fee	106
exam	106
orange	106
60%	105
selling	105
girl	104
squares	104
population	104
lbs	104
floor	104
casts	104
later	103
210	103
standard	103
mass	103
v	102
mix	102
change	101
fence	101
kilometers	101
fish	101
]	100
just	100
choose	100
size	100
144	100
heads	100
compounded	100
win	100
pays	100
spend	100
76	100
3000	100
produce	99
invest	99
remainder	98
700	98
135	98
shirts	98
purchased	98
leaves	98
900	98
women	98
decreased	97
coin	97
salary	97
shop	97
99	97
getting	97
constant	97
[	97
correct	96
multiply	96
parts	96
income	96
months	96
88	96
66	95
th	95
row	94
scores	94
additional	94
regular	94
stamps	94
opposite	93
driving	93
degree	93
350	93
58	92
items	92
received	92
plans	92
450	92
#	91
hold	91
squared	91
fourth	91
43	91
walk	91
deck	91
phone	91
gives	90
air	90
marble	90
defective	90
4%	89
directly	89
pair	89
either	89
works	89
east	89
seats	89
place	89
sq	89
cylinder	89
multiplied	88
receive	88
airplane	88
7%	88
0.06	88
7.5	88
750	88
those	87
dollar	87
10000	87
passes	87
mark	86
multiple	86
coffee	86
truck	86
fly	86
buys	86
stock	86
meet	85
480	85
respectively	85
47	85
pi	85
pass	85
cent	84
hypotenuse	84
upstream	84
0.12	84
river	84
95	84
family	84
older	83
57	83
savings	83
container	83
being	83
kind	83
calls	83
nickels	82
flying	82
130	82
explain	81
74	81
80%	81
weeks	81
purchase	81
assume	81
varies	81
bottom	81
0.7	81
68	80
series	80
12%	80
filled	80
rent	80
charge	79
denominator	79
commission	79
candy	79
runs	79
center	79
gold	79
estimate	79
scored	79
course	79
item	79
dice	79
calories	79
problems	78
said	78
leg	78
smallest	78
pick	78
jar	78
pipe	78
goes	78
reach	78
320	78
cat	78
53	77
someone	77
unit	77
86	77
peanuts	77
local	77
deep	77
ml	77
alcohol	77
entire	76
shorter	76
sample	76
table	76
71	75
having	75
machine	75
4000	75
1.25	75
algebra	74
system	74
280	74
model	74
below	74
friend	74
cup	74
77	74
92	74
alone	74
starting	74
meter	74
0.04	74
period	74
segment	74
lot	73
steps	73
taken	73
paying	73
making	73
coordinates	73
tower	73
whats	72
share	72
level	72
containing	72
pairs	72
won	72
9%	72
chance	72
started	72
ounce	72
0.35	72
tom	72
3%	71
105	71
north	71
ages	71
tiles	71
service	71
2500	71
subtracted	70
ten	70
types	70
uses	70
downstream	70
combinations	70
replacement	70
720	69
basketball	69
west	69
similar	69
|	69
represents	68
bob	68
maximum	68
numerator	68
98	68
73	68
read	68
ho	68
required	68
college	68
numbered	68
computer	68
temperature	68
0.07	68
played	68
boy	68
cd	68
eight	67
largest	67
ago	67
reciprocal	67
216	67
object	67
customer	67
128	67
pure	67
elevation	67
along	67
pole	67
sin	67
due	67
tests	67
67	66
<	66
0.03	66
paper	66
once	66
108	66
pages	66
nuts	66
board	66
fruit	66
convert	65
tan	65
pens	65
pencils	65
picture	65
including	65
light	65
combined	64
let	64
225	64
drawing	64
formula	64
balance	64
running	64
bank	64
roll	64
map	64
diagonal	64
equations	63
61	63
contain	63
lowest	63
english	63
swimming	63
race	63
most	63
cds	63
dog	63
protein	63
gave	62
son	62
fifth	62
cubes	62
geometric	62
baseball	62
color	62
jet	62
cans	62
votes	62
loan	62
94	61
may	61
1.2	61
lcm	61
fencing	61
road	61
ordered	61
87	61
5.5	61
seven	60
variable	60
2%	60
79	60
antifreeze	60
obtain	60
office	60
employees	60
south	60
mins	60
cookies	60
present	59
because	59
answers	59
directions	59
draw	59
allowed	59
assuming	59
0.10	59
220	59
fair	59
picked	59
prism	59
theater	59
earth	59
direction	59
straight	58
double	58
35%	58
tens	58
sqrt	58
movie	58
subtract	58
milk	58
proportional	58
places	58
empty	58
park	58
82	58
food	58
own	58
1.50	58
sec	58
express	57
tennis	57
negative	57
cos	57
build	57
approximately	57
friends	57
requires	57
letters	57
produced	57
workers	57
fixed	57
quotient	56
reduced	56
altogether	56
chocolate	56
lawn	56
inversely	56
132	56
single	55
drives	55
0.02	55
middle	55
59	55
male	55
6.5	55
player	55
shirt	55
91	55
placed	55
passing	55
party	55
million	55
’	54
75%	54
expression	54
greatest	54
neither	54
until	54
save	54
solid	54
select	54
investments	54
beans	54
finish	54
ice	54
science	54
bike	54
winning	54
hat	54
70%	54
words	54
sam	53
112	53
equivalent	53
covered	53
depth	53
walks	53
hand	53
midpoint	53
trapezoid	53
0.09	53
3.50	53
flies	53
deviation	53
customers	53
longest	52
actual	52
missing	52
£	52
83	52
420	52
expected	52
dogs	52
altitude	52
packages	52
550	52
originally	51
business	51
cashews	51
jack	51
station	51
pipes	51
space	51
toward	51
inside	51
shortest	51
oz	51
tell	50
bicycle	50
270	50
available	50
season	50
flew	50
under	50
airport	50
female	50
daily	50
deposit	50
survey	50
ran	50
flour	50
charged	50
drink	50
football	50
nd	50
path	50
145	49
thanks	49
function	49
choice	49
state	49
shape	49
among	49
pattern	49
factor	49
string	49
bacteria	49
jane	49
ow	49
increases	48
see	48
divisible	48
fractions	48
today	48
comb	48
cities	48
sets	48
head	48
country	48
trains	48
cyclist	48
concrete	48
holds	48
0.200	48
says	47
represent	47
ones	47
values	47
apple	47
none	47
2.50	47
collected	47
oranges	47
0.85	47
overall	47
measuring	46
–	46
pie	46
replaced	46
based	46
365	46
93	46
concert	46
planes	46
wheel	46
tip	46
rental	46
69	46
cm2	46
log	46
word	45
call	45
275	45
wire	45
sixth	45
insurance	45
quarter	45
non	45
necessary	45
1800	45
morning	45
raise	45
6000	45
manager	45
clock	45
89	45
trees	45
papers	45
ride	45
1.6	45
wood	45
calculators	45
1.75	45
175	44
plant	44
0.9	44
reversed	44
list	44
frame	44
0.11	44
players	44
rock	44
ship	44
pm	44
sugar	44
band	44
3600	44
die	44
rs	44
carpet	44
560	44
material	44
blocks	44
decrease	43
170	43
lost	43
linear	43
velocity	43
route	43
brother	43
decides	43
starts	43
night	43
offers	43
walking	43
particular	43
0.45	43
moving	43
french	43
annually	43
ab	43
cream	43
silver	43
comes	43
receives	43
eyes	43
calculator	43
don	42
here	42
3.00	42
brown	42
8.5	42
teacher	42
face	42
initial	42
joe	42
kilograms	42
weekly	42
flowers	42
stop	42
alloy	42
dozen	42
eat	42
3.75	42
mike	42
4.00	42
1.8	42
hot	42
165	42
bulbs	42
nine	41
goal	41
90%	41
shoes	41
best	41
mrs	41
2.75	41
front	41
dropped	41
land	41
rolls	41
glass	41
walked	41
soccer	41
expect	41
mary	41
towards	41
0.20	41
1.00	41
te	41
simplest	40
free	40
again	40
168	40
8000	40
open	40
marked	40
bread	40
cheese	40
finished	40
rolled	40
meal	40
decided	40
parallel	40
kilogram	40
prize	40
revenue	40
beads	40
bottles	40
650	39
fund	39
5.00	39
lunch	39
collection	39
spends	39
completed	39
7.50	39
window	39
pyramid	39
consists	39
loss	39
budget	39
mother	39
parallelogram	39
3500	39
payment	39
gasoline	39
wins	39
younger	38
192	38
farmer	38
woman	38
little	38
page	38
runner	38
case	38
tile	38
sister	38
able	38
study	38
abc	38
normal	38
97	38
homework	37
range	37
im	37
real	37
fit	37
minimum	37
121	37
trying	37
data	37
0.50	37
previous	37
machines	37
raisins	37
kite	37
music	37
ben	37
lumber	37
classes	37
distribution	37
2.54	37
block	37
billion	37
quarts	37
capacity	37
hair	37
bottle	37
nails	37
passenger	36
well	36
256	36
equally	36
0.01	36
monday	36
resulting	36
101	36
flight	36
mountain	36
hotel	36
rented	36
cone	36
bonds	36
115	36
admission	36
cell	36
toy	36
circular	36
oil	36
drinks	36
track	36
normally	36
pl	36
highway	36
twenty	35
sue	35
prices	35
raised	35
passed	35
325	35
enough	35
say	35
flagpole	35
employee	35
attend	35
finds	35
lose	35
375	35
hits	35
kids	35
turns	35
speeds	35
seat	35
cast	35
2400	35
correctly	35
overtime	35
fuel	35
attended	35
senior	35
sidewalk	35
turn	34
something	34
sure	34
think	34
shown	34
shows	34
jim	34
alex	34
exceeds	34
hundred	34
rows	34
credit	34
marks	34
124	34
returns	34
1990	34
pennies	34
york	34
vacation	34
cement	34
195	34
pose	34
averaged	34
median	34
6.50	34
television	34
our	33
....	33
multiples	33
pond	33
hit	33
117	33
receipts	33
edge	33
travelling	33
owner	33
catch	33
bananas	33
driver	33
vertices	33
380	33
states	33
2.25	33
followed	33
pressure	33
bicycles	33
sally	33
grades	33
tv	33
0.050	33
produces	33
9000	33
check	32
2.4	32
saved	32
factory	32
extra	32
circumference	32
cardboard	32
itself	32
repetition	32
saturday	32
190	32
standing	32
came	32
evaluate	32
horizontal	32
accounts	32
chips	32
11%	32
born	32
triangular	32
freight	32
260	32
mg	32
metal	32
pen	32
travelled	32
12.5	32
courses	32
recipe	32
others	32
buying	32
restaurant	32
interior	32
10.5	32
us	32
000.00	32
yearly	32
0.100	32
maria	32
20000	32
wht	32
bricks	32
production	31
850	31
152	31
___	31
knows	31
choices	31
fewer	31
journey	31
ii	31
market	31
count	31
groups	31
rates	31
uniform	31
tea	31
summer	31
slower	31
10.00	31
playing	31
123	31
tossed	31
weekend	31
isosceles	31
section	31
ring	31
election	31
parking	31
distributed	31
mathematics	31
4500	31
540	31
es	31
shares	31
invests	31
slices	31
thank	30
{	30
}	30
340	30
asked	30
good	30
thinking	30
include	30
king	30
information	30
come	30
102	30
january	30
cash	30
past	30
across	30
decide	30
note	30
socks	30
teams	30
tails	30
net	30
however	30
pizzas	30
faces	30
father	30
metres	30
cubed	30
7000	30
live	30
rope	30
package	30
chicago	30
2.00	30
cm3	30
returned	30
roses	30
rolling	30
step	29
yes	29
anyone	29
ate	29
written	29
118	29
adds	29
45%	29
proportion	29
becomes	29
saw	29
letter	29
keep	29
100000	29
deposited	29
126	29
blend	29
fall	29
reaches	29
depression	29
create	29
wash	29
since	29
agency	29
passengers	29
united	29
lake	29
amy	29
ann	29
results	29
san	29
tons	29
4.50	29
0.400	29
department	29
corn	29
fat	29
fluid	29
acre	29
18%	28
solutions	28
included	28
660	28
324	28
65%	28
drain	28
print	28
painting	28
loses	28
caught	28
lottery	28
selects	28
dinner	28
record	28
triangles	28
surveyed	28
represented	28
gain	28
kilometer	28
committee	28
clubs	28
health	28
2.3	28
cases	28
5280	28
3.2	28
basket	28
litres	28
gift	28
525	28
0.300	28
event	28
currently	27
telephone	27
repeated	27
quiz	27
means	27
107	27
pies	27
remain	27
hourly	27
bridge	27
daughter	27
border	27
wishes	27
hundredth	27
approximate	27
outside	27
liter	27
jelly	27
vertical	27
0.65	27
8.50	27
shelf	27
m2	27
185	27
recent	27
1600	27
removed	27
seniors	27
er	27
rain	27
built	27
mangoes	27
255	27
muffins	27
wh	27
104	26
quadratic	26
prime	26
jan	26
continues	26
cannot	26
ve	26
radical	26
post	26
reduce	26
averages	26
stocks	26
kim	26
addition	26
president	26
camera	26
thick	26
sand	26
enrolled	26
sphere	26
pencil	26
moves	26
trail	26
cuts	26
16%	26
costing	26
6.00	26
farm	26
burn	26
0.40	26
ms	26
meat	26
chairs	26
exact	26
equipment	26
0.150	26
al	26
157	26
ar	26
sports	26
0.80	26
100%	26
gal	26
162	25
j	25
950	25
expenses	25
adding	25
wrong	25
ee	25
corresponding	25
teachers	25
behind	25
174	25
destination	25
meeting	25
enclose	25
noon	25
growth	25
worker	25
mixes	25
songs	25
turned	25
__	25
salt	25
1.3	25
friday	25
models	25
purple	25
door	25
jill	25
driven	25
performance	25
0.16	25
960	25
hill	25
tires	25
obtained	25
rose	25
candies	25
lives	25
beginning	25
backyard	25
shipment	25
copper	25
spinner	25
0.500	25
0.13	25
painted	25
yield	25
0.18	25
van	25
999	25
3.25	25
plate	25
chicken	25
1806	25
lisa	25
ezu	25
towns	25
method	24
dont	24
done	24
maths	24
thought	24
persons	24
136	24
name	24
property	24
12000	24
2008	24
bases	24
salad	24
visit	24
0.14	24
1400	24
gross	24
grocer	24
0.24	24
revolutions	24
labor	24
parents	24
chemistry	24
body	24
better	24
planning	24
goals	24
photo	24
cross	24
plays	24
plants	24
cylindrical	24
backpack	24
annum	24
1100	24
david	24
larry	24
polygon	24
flower	24
yd	24
tie	24
15000	24
____	24
completely	24
shaped	24
2.7	24
0.250	24
liquid	24
224	24
movies	24
245	24
paul	24
\	24
shopping	24
milliliters	24
en	24
weights	24
howhmany	24
solving	23
quantity	23
too	23
corner	23
variables	23
brought	23
tuesday	23
eyu	23
watch	23
looking	23
enter	23
split	23
plastic	23
walkway	23
life	23
ski	23
stand	23
golf	23
increasing	23
according	23
physics	23
task	23
blood	23
low	23
ribbon	23
sided	23
endpoints	23
garage	23
_____	23
highest	23
bar	23
earnings	23
ad	23
rounded	23
combination	23
compact	23
james	23
individual	23
vehicles	23
wheels	23
sit	23
mm	23
street	23
already	23
1.1	23
known	23
animals	23
special	23
orders	23
0.600	23
heading	23
copies	23
ing	23
trucks	23
640	23
popcorn	23
1%	23
evu	23
pocket	22
really	22
areas	22
repair	22
sun	22
late	22
why	22
member	22
630	22
mow	22
grass	22
pull	22
break	22
radio	22
portion	22
nearby	22
taller	22
contained	22
compound	22
principal	22
50000	22
counted	22
smith	22
graders	22
recorded	22
failed	22
chris	22
wanted	22
backpacks	22
swim	22
priced	22
1.7	22
122	22
wage	22
sweater	22
ties	22
pants	22
whether	22
840	22
position	22
prizes	22
330	22
aquarium	22
0.32	22
85%	22
heights	22
460	22
pink	22
batch	22
acres	22
wwat	22
111	22
married	22
finally	22
shared	22
dishes	22
bolts	22
syrup	22
brand	22
0.17	22
spring	22
hint	21
fare	21
video	21
doubled	21
finding	21
seventh	21
dad	21
process	21
roots	21
karen	21
biology	21
short	21
identical	21
joined	21
hamburgers	21
rides	21
history	21
license	21
density	21
allowance	21
follows	21
ramp	21
island	21
eggs	21
flag	21
saving	21
peter	21
animal	21
bring	21
perpendicular	21
0.23	21
hands	21
2.8	21
boards	21
consisting	21
attached	21
odds	21
tail	21
boats	21
project	21
runners	21
subjects	21
nor	21
aircraft	21
covers	21
0.95	21
urn	21
230	21
cornmeal	21
148	21
ave	21
article	21
juniors	21
2005	21
π	21
text	21
5400	21
quizzes	21
brian	20
dividing	20
lines	20
182	20
hundreds	20
sunday	20
cereal	20
390	20
2004	20
288	20
0.125	20
228	20
ry	20
147	20
doubles	20
cartons	20
amounts	20
patients	20
184	20
george	20
leaving	20
unknown	20
los	20
materials	20
quarterly	20
university	20
estimated	20
manufacturer	20
counts	20
290	20
arranged	20
brick	20
events	20
0.42	20
soda	20
toppings	20
notebooks	20
frank	20
likely	20
strip	20
candles	20
suits	20
deposits	20
experiment	20
actually	20
moon	20
2100	20
cookie	20
pat	20
336	20
dried	20
crate	20
snow	20
13%	20
kitchen	20
answered	20
119	20
4.2	20
st	20
co	20
9.5	20
chances	20
440	20
205	20
dye	20
252	20
bonus	20
colors	20
jacket	20
ectangular	20
whaw	20
differ	19
suit	19
serve	19
art	19
310	19
196	19
inclusive	19
mom	19
very	19
sign	19
centimeter	19
advance	19
conditions	19
625	19
ahead	19
doesn	19
collect	19
eighth	19
sandwich	19
surrounded	19
remains	19
drawer	19
hamburger	19
jeans	19
picking	19
155	19
taxes	19
throws	19
0.065	19
coxb	19
farther	19
himself	19
houses	19
begins	19
hiked	19
5.4	19
program	19
+_	19
1.20	19
toys	19
2700	19
winner	19
baskets	19
queen	19
screen	19
consist	19
offered	19
tape	19
cycle	19
independent	19
ll	19
heart	19
6.2	19
mail	19
tables	19
5.2	19
0.30	19
spot	19
hats	19
0.060	19
stream	19
1300	19
totaled	19
rod	19
maximize	19
5.50	19
la	19
tunnel	19
0.55	19
c.1	19
pack	19
repeating	19
spanish	19
carl	19
fell	19
2.2	19
520	19
perfect	18
instead	18
grow	18
quot	18
vertex	18
156	18
176	18
showing	18
example	18
remember	18
doing	18
ends	18
major	18
143	18
printing	18
pump	18
chip	18
falls	18
opening	18
stone	18
county	18
decreases	18
rug	18
angeles	18
chooses	18
shipping	18
quality	18
community	18
planted	18
cows	18
sent	18
library	18
evenly	18
lower	18
6.5%	18
25000	18
diamond	18
horse	18
1.80	18
116	18
delivery	18
1980	18
0.28	18
energy	18
jeremy	18
plates	18
gravel	18
purchases	18
natural	18
diamonds	18
grocery	18
markers	18
abcd	18
bucket	18
1050	18
sheet	18
154	18
cycles	18
measured	18
500.00	18
selecting	18
potatoes	18
includes	18
2200	18
stadium	18
compute	18
laptop	18
114	18
dvd	18
copy	18
league	18
enters	18
general	18
patio	18
243	18
1.05	18
spaces	18
main	18
prefer	18
1.4	18
exams	18
1440	18
yrs	18
rotten	18
flat	18
fifty	17
−	17
baby	17
wheat	17
estimates	17
commision	17
saves	17
cutting	17
few	17
zero	17
thursday	17
5.75	17
dealer	17
hw	17
138	17
670	17
salesperson	17
1250	17
scientific	17
april	17
supplement	17
favorite	17
2001	17
14%	17
cheaper	17
3.20	17
equilateral	17
stands	17
hall	17
division	17
chickens	17
offer	17
15.5	17
620	17
490	17
dan	17
hitting	17
rise	17
taxi	17
marathon	17
shore	17
bars	17
choosing	17
0.36	17
brad	17
lab	17
exercise	17
dave	17
carrying	17
hole	17
arrive	17
occur	17
12.50	17
beach	17
checking	17
practice	17
meals	17
continuously	17
drops	17
bond	17
francisco	17
bin	17
traffic	17
0.19	17
eastbound	17
statue	17
chose	17
hospital	17
wish	17
pupils	17
averaging	17
resistance	17
425	17
ft2	17
161	17
bikes	17
punch	17
2006	17
notes	17
coordinate	17
labeled	17
voters	17
supply	17
susan	17
slice	17
bedroom	17
bowl	17
9.00	17
soil	17
limit	17
profits	17
fred	17
rice	17
wear	17
soup	17
kittens	17
ihe	17
1700	17
198	17
pace	17
yogurt	17
understand	16
served	16
exu	16
begin	16
called	16
look	16
reciprocals	16
thrown	16
twelve	16
exchange	16
312	16
voted	16
spending	16
records	16
2.80	16
riding	16
determined	16
buses	16
576	16
stage	16
puts	16
culture	16
fishing	16
completes	16
payments	16
law	16
rents	16
arrived	16
eats	16
dig	16
arrange	16
bc	16
freshmen	16
walls	16
guy	16
kinds	16
ex	16
cyclists	16
winners	16
burns	16
8.25	16
reading	16
poster	16
glasses	16
ace	16
diagram	16
clothing	16
males	16
julie	16
draws	16
ts	16
3.6	16
arc	16
accepted	16
june	16
packets	16
1.9	16
adjacent	16
8.00	16
met	16
tony	16
370	16
mixing	16
codes	16
17%	16
feed	16
sized	16
rooms	16
edges	16
0.98	16
sh	16
quart	16
pints	16
output	16
montreal	16
liked	16
sarah	16
weighed	16
33%	16
hany	16
remove	16
3.1	16
ed	16
ths	16
biking	16
920	16
hockey	15
lesser	15
875	15
seed	15
easy	15
figures	15
232	15
triple	15
thirty	15
simplify	15
clerk	15
forgot	15
progression	15
tomorrow	15
true	15
189	15
giving	15
solved	15
8.3	15
arrives	15
thirds	15
mileage	15
nth	15
usually	15
bat	15
merchant	15
jazz	15
told	15
nut	15
gifts	15
living	15
jenny	15
hired	15
carpenter	15
perm	15
4.6	15
training	15
council	15
supplies	15
780	15
film	15
throw	15
move	15
anna	15
5.25	15
cones	15
midterm	15
pepperoni	15
juan	15
dots	15
plot	15
camp	15
ca	15
7.00	15
world	15
residents	15
court	15
canoe	15
code	15
hexagon	15
2.6	15
located	15
cousin	15
sections	15
force	15
owns	15
333	15
afternoon	15
matt	15
1900	15
culate	15
horses	15
grapes	15
always	15
bearing	15
sector	15
133	15
149	15
mat	15
headed	15
8.4	15
1997	15
218	15
1000000	15
hmany	15
crew	15
jake	15
roof	15
match	15
producing	15
3200	15
hhw	15
sweets	15
rinse	15
sizes	15
leah	15
tosses	15
howhmuch	15
980	15
vanilla	15
deer	15
4200	15
ducks	15
14.95	15
algebraic	14
24%	14
159	14
166	14
306	14
great	14
plz	14
shaded	14
dimension	14
dry	14
456	14
wednesday	14
never	14
estate	14
sat	14
contest	14
mathematical	14
267	14
tried	14
1296	14
yqu	14
384	14
231	14
require	14
membership	14
hose	14
dance	14
allow	14
jones	14
lighthouse	14
renting	14
early	14
jobs	14
int	14
hike	14
centimetres	14
276	14
soft	14
several	14
junior	14
playground	14
intercept	14
tells	14
radians	14
bed	14
grows	14
publisher	14
marker	14
1.99	14
representatives	14
geese	14
345	14
paddled	14
eric	14
lemon	14
catches	14
clear	14
recently	14
send	14
professor	14
floors	14
tailwind	14
120000	14
vehicle	14
pentagon	14
activation	14
luggage	14
computers	14
thousand	14
plain	14
0.080	14
0.090	14
soybean	14
chemist	14
couple	14
chain	14
consumed	14
roads	14
acceleration	14
whatwis	14
guests	14
july	14
firm	14
tin	14
0.700	14
fries	14
zinc	14
essay	14
young	14
national	14
crates	14
within	14
ppl	14
fine	14
coming	14
milligrams	14
policy	14
410	14
semester	14
premium	14
rabbits	14
eed	14
11.25	14
experience	14
id	14
ce	14
gains	14
0.22	14
windows	14
4.8	14
42%	14
10.50	14
lights	14
ribbons	14
alan	14
bagels	14
driveway	14
lenght	14
jug	14
holiday	14
widgets	14
770	13
680	13
charity	13
retail	13
try	13
6.4	13
yesterday	13
rises	13
bad	13
rational	13
husband	13
complementary	13
molding	13
ceiling	13
3.3	13
tripled	13
notation	13
thousands	13
×	13
2.1	13
gcd	13
25.6	13
0.025	13
nos	13
204	13
magazine	13
headwind	13
735	13
positions	13
radioactive	13
washington	13
applied	13
medium	13
competition	13
1995	13
continue	13
initially	13
18000	13
cells	13
newspaper	13
smokers	13
began	13
interviewed	13
measurement	13
volleyball	13
alice	13
keeps	13
usual	13
load	13
weighing	13
awarded	13
deducted	13
chess	13
jeff	13
rt	13
dress	13
lies	13
6.75	13
fractional	13
closest	13
141	13
coupon	13
circles	13
helicopter	13
opened	13
tricycles	13
stamp	13
264	13
expensive	13
medical	13
285	13
sophomores	13
fertilizer	13
held	13
westbound	13
3.60	13
frequency	13
commercial	13
sport	13
ther	13
yr	13
statistics	13
exceed	13
cuboid	13
95%	13
linda	13
companies	13
region	13
prepare	13
